iter	RMSE
583	74.02498323
584	74.01844108
585	74.00391831
586	73.99202957
587	73.97332027
588	73.95548878
589	73.92890648
590	73.91578899
591	73.9046577
592	73.89268593
593	73.87488993
594	73.85172687
595	73.84304819
596	73.82910232
597	73.81751063
598	73.79397247
599	73.77880685
600	73.76295986
601	73.74724088
602	73.73754919
603	73.72159243
604	73.69344657
605	73.67069227
606	73.6585053
607	73.63687003
608	73.6223419
609	73.60877215
610	73.58718204
611	73.56511997
612	73.54204782
613	73.52823106
614	73.50401171
615	73.4830091
616	73.46950624
617	73.4589747
618	73.45257629
619	73.43685025
620	73.43175675
621	73.41708304
622	73.39444164
623	73.377558
624	73.36554378
625	73.35619194
626	73.33623351
627	73.31502016
628	73.30761046
629	73.29473735
630	73.28013363
631	73.27416842
632	73.25392242
633	73.23887551
634	73.22477455
635	73.21280091
636	73.1932914
637	73.19122563
638	73.17914157
639	73.17065265
640	73.1507912
641	73.13834254
642	73.13326798
643	73.1157508
644	73.1056711
645	73.08127276
646	73.0598451
647	73.03626931
648	73.01930485
649	73.00640074
650	72.99653977
651	72.98115481
652	72.96664001
653	72.93987592
654	72.9210506
655	72.90167079
656	72.89067026
657	72.85830693
658	72.83496679
659	72.81607572
660	72.8001662
661	72.77490926
662	72.76585104
663	72.74599931
664	72.74067556
665	72.72372076
666	72.72013715
667	72.7012116
668	72.68437091
669	72.6736852
670	72.66023757
671	72.64843746
672	72.64003193
673	72.63689621
674	72.62065613
675	72.60601851
676	72.58776695
677	72.57396628
678	72.54582774
679	72.52600245
680	72.50860528
681	72.49028044
682	72.47598756
683	72.463129
684	72.44756672
685	72.43375417
686	72.4187692
687	72.40924504
688	72.39807421
689	72.39459984
690	72.37579319
691	72.3676601
692	72.35107706
693	72.3376792
694	72.32961419
695	72.31813478
696	72.30860451
697	72.2999777
698	72.26703648
699	72.25638014
700	72.24398078
701	72.22348004
702	72.21394556
703	72.19665625
704	72.189381
705	72.17806057
706	72.17278973
707	72.16083522
708	72.15173813
709	72.13374495
710	72.12667847
711	72.1192814
712	72.09478497
713	72.0720537
714	72.06459622
715	72.05341255
716	72.04687665
717	72.03087558
718	72.022684
719	72.00973429
720	72.00071927
721	71.98618456
722	71.97808596
723	71.96759243
724	71.94982981
725	71.9391695
726	71.92086393
727	71.91651727
728	71.90277031
729	71.89503462
730	71.88078664
731	71.87342506
732	71.87036181
733	71.86337256
734	71.85212243
735	71.83158705
736	71.82184635
737	71.80496347
738	71.79967454
739	71.78780581
740	71.78054725
741	71.75242798
742	71.74270609
743	71.72019007
744	71.7059631
745	71.70078203
746	71.6938966
747	71.67840575
748	71.65642872
749	71.63993698
750	71.63099958
751	71.61606368
752	71.60047981
753	71.58909804
754	71.57504561
755	71.55365278
756	71.53884167
757	71.53090072
758	71.52211498
759	71.51075023
760	71.50540255
761	71.49128003
762	71.47523102
763	71.47169862
764	71.45936404
765	71.44375999
766	71.4225022
767	71.40712181
768	71.39638996
769	71.38190786
770	71.372248
771	71.36367038
772	71.35024417
773	71.34180932
774	71.32083351
775	71.294625
776	71.2802284
777	71.26638852
778	71.25440894
779	71.24045938
780	71.2246268
781	71.20210937
782	71.17485846
783	71.16422875
784	71.14883927
785	71.13532114
786	71.12815545
787	71.1204487
788	71.11248394
789	71.10113485
790	71.08532058
791	71.07008095
792	71.05945599
793	71.04610234
794	71.03287206
795	71.01708293
796	71.00188769
797	70.98813953
798	70.97711332
799	70.96443973
800	70.95631924
801	70.94822757
802	70.93438955
803	70.92042659
804	70.91078084
805	70.89670525
806	70.89012424
807	70.87135147
808	70.85755322
809	70.85367374
810	70.83885836
811	70.81930687
812	70.80757703
813	70.80210271
814	70.79314953
815	70.78339626
816	70.7714583
817	70.76188746
818	70.75492382
819	70.74399278
820	70.73822081
821	70.72055101
822	70.71457221
823	70.70930781
824	70.68684648
825	70.67643143
826	70.65911444
827	70.64651668
828	70.62905087
829	70.6161085
830	70.60209799
831	70.59444427
832	70.58220032
833	70.57342303
834	70.5624148
835	70.53699796
836	70.52504253
837	70.51571535
838	70.50249357
839	70.49272742
840	70.48460403
841	70.46235273
842	70.44518216
843	70.42640291
844	70.41821231
845	70.39493075
846	70.38661387
847	70.3676752
848	70.3489001
849	70.33020904
850	70.32598529
851	70.31786878
852	70.31128433
853	70.30052124
854	70.28839671
855	70.27626205
856	70.25759226
857	70.24377382
858	70.23295939
859	70.21676446
860	70.19479523
861	70.17976637
862	70.15862002
863	70.13269836
864	70.12279133
865	70.11040701
866	70.09852174
867	70.07882374
868	70.07118581
869	70.0571523
870	70.04633199
871	70.03516637
872	70.02207188
873	70.00849048
874	70.00169971
875	69.99131887
876	69.9853109
877	69.96763009
878	69.96248036
879	69.94735916
880	69.93884247
881	69.93075368
882	69.91738537
883	69.9047646
884	69.88760932
885	69.8712023
886	69.86248323
887	69.85320511
888	69.84357506
889	69.8320334
890	69.82455745
891	69.81451146
892	69.80851624
893	69.80352129
894	69.7907517
895	69.7816993
896	69.76511521
897	69.75454312
898	69.73612547
899	69.7299199
900	69.71579048
901	69.70484436
902	69.68758957
903	69.67162177
904	69.65080447
905	69.64285197
906	69.62700923
907	69.61473992
908	69.60713986
909	69.59046176
910	69.57563241
911	69.57029997
912	69.55716142
913	69.55280465
914	69.53722086
915	69.52699305
916	69.51420139
917	69.50134003
918	69.45398691
919	69.43792794
920	69.42557072
921	69.41999607
922	69.41005737
923	69.39918092
924	69.39249332
925	69.38323297
926	69.37299624
927	69.36223479
928	69.35426147
929	69.34600976
930	69.33274542
931	69.31901267
932	69.3122858
933	69.3006174
934	69.28825348
935	69.27587694
936	69.26377831
937	69.25516539
938	69.24832287
939	69.23043799
940	69.22150521
941	69.20794981
942	69.20131933
943	69.19320844
944	69.17995819
945	69.17098922
946	69.14823894
947	69.14494264
948	69.13218003
949	69.11659368
950	69.10359003
951	69.09116264
952	69.07650804
953	69.06489646
954	69.05644989
955	69.03945589
956	69.02493607
957	69.01988057
958	69.01312944
959	69.00153009
960	68.98903729
961	68.97865594
962	68.96832012
963	68.95722883
964	68.94988818
965	68.93647431
966	68.92527871
967	68.91079376
968	68.90315846
969	68.88478604
970	68.87810562
971	68.86626936
972	68.85936855
973	68.84304786
974	68.83238689
975	68.82253275
976	68.80774535
977	68.7894273
978	68.78436923
979	68.77985896
980	68.7684825
981	68.75779515
982	68.74162088
983	68.73177859
984	68.72590613
985	68.71553454
986	68.71232216
987	68.70334739
988	68.68813079
989	68.68320173
990	68.66587919
991	68.66064761
992	68.65562528
993	68.64798948
994	68.63299688
995	68.6248451
996	68.61590744
997	68.60876679
998	68.59950486
999	68.58580777
